"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","FPts","FP/G","%D","ADP","Ros","+/-"
"*02un4*","Connor McDavid","EDM","F","1","NAS","28","12,500","Rachat","68","1.74","100","1.3","99%","0%"
"*02f9l*","Nathan MacKinnon","COL","F","2","HAR","30","12,600","Rachat","64","1.73","100","3.3","99%","0%"
"*05w9c*","Macklin Celebrini","SJS","F","3","MTL","19","975","Rachat","57","1.5","100","51.9","99%","0%"
"*02yjl*","Leon Draisaitl","EDM","F","4","DET","30","14,000","Rachat","56","1.44","100","4","99%","0%"
"*03mn9*","Mikko Rantanen","DAL","F","5","FA","29","12,000","Rachat","54","1.42","100","15.5","99%","0%"
"*049k7*","Martin Necas","COL","F","7","NAS","26","6,500","Rachat","49","1.32","100","54.1","99%","0%"
"*02b70*","Nikita Kucherov","TBL","F","6","MTL","32","9,500","Rachat","49","1.44","100","5.8","99%","0%"
"*03rh3*","Kirill Kaprizov","MIN","F","8","MTL","28","9,000","Rachat","46","1.18","100","13.3","99%","0%"
"*04dwj*","Jason Robertson","DAL","F","12","MTL","26","7,750","Rachat","45","1.15","100","49.3","99%","0%"
"*04xec*","Matt Boldy","MIN","F","9","QUE","24","7,000","Rachat","45","1.15","100","58.5","99%","0%"
"*05tqt*","Wyatt Johnston","DAL","F","11","MTL","22","8,400","Rachat","45","1.15","100","81.9","99%","0%"
"*03kra*","Kyle Connor","WPG","F","10","NAS","29","7,143","Rachat","45","1.25","100","29.5","99%","0%"
"*02azb*","Mark Scheifele","WPG","F","13","HAR","32","8,500","Rachat","45","1.25","100","72.5","99%","0%"
"*04y4m*","Connor Bedard","CHI","F","14","QUE","20","950","Rachat","44","1.42","100","63.5","99%","0%"
"*04alw*","Cale Makar","COL","D","15","QUE","27","9,000","Rachat","43","1.16","100","5.4","99%","0%"
"*048xc*","Nick Suzuki","MTL","F","19","MTL","26","7,875","Rachat","42","1.11","100","51.5","99%","0%"
"*04ymt*","Lucas Raymond","DET","F","18","NAS","23","8,075","Rachat","42","1.11","100","85.6","98%","0%"
"*004jl*","Brad Marchand","FLA","F","17","FA","37","5,250","Rachat","42","1.17","100","169.1","97%","0%"
"*05y3a*","Leo Carlsson","ANA","F","16","HAR","21","950","Rachat","42","1.14","46","238.7","95%","0%"
"*03924*","Jack Eichel","VGK","F","20","HAR","29","10,000","Rachat","41","1.32","100","18.8","99%","0%"
"*03d12*","David Pastrnak","BOS","F","22","MTL","29","11,250","Rachat","41","1.21","100","13.2","99%","0%"
"*02yjj*","William Nylander","TOR","F","21","NAS","29","11,500","Rachat","41","1.24","100","28.9","98%","0%"
"*051z0*","Tim Stutzle","OTT","F","25","CAL","23","8,350","Rachat","40","1.08","100","55.9","99%","0%"
"*03ra7*","Zach Werenski","CBJ","D","26","HAR","28","9,583","Rachat","40","1.14","100","27","99%","0%"
"*03v70*","Alex DeBrincat","DET","F","23","FA","28","7,875","Rachat","40","1","100","108.8","98%","0%"
"*04a9v*","Morgan Geekie","BOS","F","24","NAS","27","5,500","Rachat","40","1.03","69","227.8","95%","0%"
"*00454*","Sidney Crosby","PIT","F","28","MTL","38","8,700","Rachat","39","1.05","100","37.6","99%","0%"
"*02un5*","Sam Reinhart","FLA","F","31","QUE","30","8,625","Rachat","39","1.05","100","38.9","99%","0%"
"*031p0*","Jake Guentzel","TBL","F","29","FA","31","9,000","Rachat","39","1.03","100","42.1","99%","0%"
"*03jvu*","Mitch Marner","VGK","F","30","HAR","28","12,000","Rachat","39","1.08","100","18.2","98%","0%"
"*01ud1*","Sergei Bobrovsky","FLA","G","27","FA","37","10,000","Rachat","39","1.5","100","24.1","93%","0%"
"*01zs1*","Scott Wedgewood","COL","G","32","DET","33","1,500","Rachat","39","1.62","54","256.8","86%","0%"
"*0457k*","Jake Oettinger","DAL","G","33","HAR","27","8,250","Rachat","38","1.52","100","13.4","99%","0%"
"*03bfj*","Artemi Panarin","NYR","F","34","FA","34","11,643","Rachat","38","0.97","100","33.4","96%","0%"
"*04mv2*","Cole Caufield","MTL","F","37","HAR","24","7,850","Rachat","37","0.97","100","66.9","99%","0%"
"*04lc0*","Evan Bouchard","EDM","D","36","DET","26","10,500","Rachat","37","0.95","100","29.8","99%","0%"
"*04f2d*","Drake Batherson","OTT","F","35","QUE","27","4,975","Rachat","37","1.09","100","131.5","97%","0%"
"*03ece*","Igor Shesterkin","NYR","G","38","FA","29","11,500","Rachat","37","1.19","100","40.7","94%","0%"
"*04y8g*","Trevor Zegras","PHI","F","39","HAR","24","5,750","Rachat","37","1","77","221.1","92%","0%"
"*05wwg*","Lane Hutson","MTL","D","41","HAR","21","950","Rachat","36","0.95","100","48.6","99%","0%"
"*03duf*","Dylan Larkin","DET","F","42","FA","29","8,700","Rachat","36","0.9","100","94.5","98%","0%"
"*05rjd*","Cutter Gauthier","ANA","F","40","QUE","21","950","Rachat","36","0.95","85","205.8","96%","0%"
"*03rih*","Karel Vejmelka","UTA","G","43","NAS","29","4,750","Rachat","36","1.24","100","131.6","88%","-1%"
"*01c12*","John Tavares","TOR","F","44","DET","35","4,388","Rachat","35","0.92","100","80","99%","0%"
"*03rik*","Troy Terry","ANA","F","45","HAR","28","7,000","Rachat","35","0.92","54","255.2","89%","-1%"
"*02oar*","Linus Ullmark","OTT","G","46","FA","32","8,250","Rachat","35","1.25","100","56.5","85%","0%"
"*042t5*","Tage Thompson","BUF","F","50","FA","28","7,143","Rachat","34","0.92","100","47.2","99%","0%"
"*04an5*","Miro Heiskanen","DAL","D","47","FA","26","8,450","Rachat","34","0.87","100","98.2","98%","0%"
"*05tur*","Matthew Knies","TOR","F","48","NAS","23","7,750","Rachat","34","0.97","100","102","98%","0%"
"*04mdc*","Logan Thompson","WSH","G","49","QUE","28","5,850","Rachat","34","1.26","100","73.5","97%","0%"
"*02noj*","Tom Wilson","WSH","F","51","FA","31","6,500","Rachat","34","0.92","100","137.3","94%","0%"
"*03zul*","Filip Gustavsson","MIN","G","53","MTL","27","3,750","Rachat","33","1.38","100","27.6","98%","0%"
"*03rmx*","Sebastian Aho","CAR","F","52","FA","28","9,750","Rachat","33","0.89","100","73.3","98%","0%"
"*038vb*","Travis Konecny","PHI","F","54","FA","28","8,750","Rachat","33","0.89","100","118.8","95%","0%"
"*004cq*","Alex Ovechkin","WSH","F","55","FA","40","9,500","Rachat","33","0.87","100","73.2","95%","0%"
"*03w5m*","Gabriel Vilardi","WPG","F","56","FA","26","7,500","Rachat","33","0.92","100","155","91%","-1%"
"*03mn8*","Clayton Keller","UTA","F","59","NAS","27","7,150","Rachat","32","0.82","100","55.5","98%","0%"
"*02nom*","Andrei Vasilevskiy","TBL","G","64","FA","31","9,500","Rachat","32","1.39","100","11.6","97%","0%"
"*03167*","Bo Horvat","NYI","F","58","FA","30","8,500","Rachat","32","0.94","92","168.1","95%","0%"
"*02422*","Ryan Nugent-Hopkins","EDM","F","60","QUE","32","5,125","Rachat","32","1.07","85","175.7","93%","0%"
"*064r2*","Ivan Demidov","MTL","F","57","QUE","20","941","Rachat","32","0.84","100","105.7","92%","+1%"
"*01zvp*","Bryan Rust","PIT","F","62","FA","33","5,125","Rachat","32","0.91","100","178.5","89%","+1%"
"*02unz*","Nick Schmaltz","UTA","F","63","DET","29","5,850","Rachat","32","0.82","62","230.6","88%","-1%"
"*04yg5*","Jesper Wallstedt","MIN","G","65","HAR","23","2,200","Rachat","32","2.13","8","291.1","84%","0%"
"*01f6d*","Ryan OReilly","NSH","F","61","FA","34","4,500","Rachat","32","0.86","31","261.9","68%","+3%"
"*03e1n*","Adrian Kempe","LAK","F","70","NAS","29","5,500","Rachat","31","0.84","100","74.8","99%","0%"
"*042yb*","Brandon Hagel","TBL","F","67","NAS","27","6,500","Rachat","31","0.94","100","72","98%","0%"
"*042ye*","Jesper Bratt","NJD","F","66","CAL","27","7,875","Rachat","31","0.82","100","50.1","98%","0%"
"*03rf2*","Roope Hintz","DAL","F","68","FA","29","8,450","Rachat","31","0.91","100","129.4","95%","0%"
"*01f3e*","Nazem Kadri","CGY","F","69","FA","35","7,000","Rachat","31","0.82","100","149","90%","-1%"
"*031pl*","Juuse Saros","NSH","G","71","FA","30","7,740","Rachat","31","1.07","100","70.3","86%","+1%"
"*04lbz*","Quinn Hughes","MIN","D","74","MTL","26","7,850","Rachat","30","0.91","100","14.7","99%","0%"
"*02ybn*","Josh Morrissey","WPG","D","76","QUE","30","6,250","Rachat","30","0.83","100","51.9","99%","0%"
"*04zb4*","Moritz Seider","DET","D","77","DET","24","8,550","Rachat","30","0.75","100","59.3","98%","0%"
"*04o0h*","Dylan Guenther","UTA","F","72","CAL","22","7,143","Rachat","30","0.77","100","98.9","98%","0%"
"*0457f*","Nico Hischier","NJD","F","73","FA","26","7,250","Rachat","30","0.79","100","100","96%","0%"
"*03d09*","Alex Tuch","BUF","F","79","DET","29","4,750","Rachat","30","0.83","100","104.3","96%","0%"
"*0322w*","Ilya Sorokin","NYI","G","78","FA","30","8,250","Rachat","30","1.25","100","58.8","92%","-1%"
"*02ybk*","Artturi Lehkonen","COL","F","75","QUE","30","4,500","Rachat","30","0.81","69","228.9","87%","-1%"
"*04qy5*","Kirill Marchenko","CBJ","F","91","QUE","25","3,850","Rachat","29","0.88","100","104.5","98%","0%"
"*05gvq*","Seth Jarvis","CAR","F","89","MTL","23","7,420","Rachat","29","0.85","100","84.2","98%","0%"
"*02fzm*","Filip Forsberg","NSH","F","85","FA","31","8,500","Rachat","29","0.78","100","50.9","97%","0%"
"*03mqg*","Jakob Chychrun","WSH","D","83","FA","27","9,000","Rachat","29","0.76","100","98","97%","0%"
"*02nq3*","Shayne Gostisbehere","CAR","D","87","NAS","32","3,200","Rachat","29","1.04","100","134.1","96%","0%"
"*015pv*","John Carlson","WSH","D","82","QUE","35","8,000","Rachat","29","0.85","100","126.8","96%","0%"
"*01zvf*","Mark Stone","VGK","F","95","FA","33","9,500","Rachat","29","1.45","100","145.9","94%","0%"
"*027i6*","Mika Zibanejad","NYR","F","98","FA","32","8,500","Rachat","29","0.74","100","134.5","93%","0%"
"*051wf*","Dustin Wolf","CGY","G","97","MTL","24","850","Rachat","29","1","100","33.9","92%","0%"
"*02nok*","Tomas Hertl","VGK","F","88","FA","32","8,138","Rachat","29","0.81","100","141.5","91%","0%"
"*04apb*","Robert Thomas","STL","F","96","NAS","26","8,125","Rachat","29","0.83","100","54.4","90%","0%"
"*0644b*","Will Smith","SJS","F","94","MTL","20","950","Rachat","29","0.88","69","217.9","89%","-1%"
"*04mtp*","Dylan Cozens","OTT","F","84","FA","24","7,100","Rachat","29","0.78","92","180.8","89%","0%"
"*02uws*","Mathew Barzal","NYI","F","80","FA","28","9,150","Rachat","29","0.76","100","142.5","88%","0%"
"*0045k*","Evgeni Malkin","PIT","F","90","FA","39","6,100","Rachat","29","1.12","46","251.5","86%","0%"
"*06hcw*","Beckett Sennecke","ANA","F","93","QUE","19","943","Rachat","29","0.76","0","-","75%","-2%"
"*031og*","Tyler Bertuzzi","CHI","F","81","FA","30","5,500","Rachat","29","0.83","8","288.6","74%","-1%"
"*02b3y*","John Gibson","DET","G","86","FA","32","6,400","Rachat","29","1.32","69","184.3","63%","+2%"
"*04r01*","Akira Schmid","VGK","G","92","FA","25","875","Rachat","29","1.61","23","280.2","59%","-5%"
"*04ad7*","Rasmus Dahlin","BUF","D","100","FA","25","11,000","Rachat","28","0.85","100","45.9","98%","0%"
"*03as9*","Dylan Strome","WSH","F","105","NAS","28","5,000","Rachat","28","0.78","100","98.5","90%","0%"
"*05r1c*","Juraj Slafkovsky","MTL","F","104","HAR","21","7,600","Rachat","28","0.74","100","155.4","90%","+3%"
"*04f24*","Jeremy Swayman","BOS","G","106","FA","27","8,250","Rachat","28","1.08","100","135","90%","0%"
"*031p3*","Carter Verhaeghe","FLA","F","107","FA","30","7,000","Rachat","28","0.78","100","140.7","89%","-1%"
"*04yqp*","Anton Lundell","FLA","F","102","FA","24","5,000","Rachat","28","0.76","38","246.8","79%","-1%"
"*03yxp*","Stuart Skinner","PIT","G","103","CAL","27","2,600","Rachat","28","1.08","100","122.2","76%","-6%"
"*02yjp*","Ivan Barbashev","VGK","F","99","FA","30","5,000","Rachat","28","0.78","31","264","70%","-2%"
"*03rfo*","Daniel Vladar","PHI","G","108","DET","28","3,350","Rachat","28","1.27","23","267.8","64%","+1%"
"*01f64*","Marcus Johansson","MIN","F","101","HAR","35","800","Rachat","28","0.76","8","290.1","50%","-1%"
"*03jxy*","Auston Matthews","TOR","F","117","FA","28","13,250","Rachat","27","0.82","100","10","98%","0%"
"*03mbn*","Mackenzie Blackwood","COL","G","111","DET","29","5,250","Rachat","27","1.93","100","34.6","97%","0%"
"*04qyv*","Lukas Dostal","ANA","G","113","CAL","25","6,500","Rachat","27","1.17","100","132.8","90%","-1%"
"*03rae*","Joel Eriksson Ek","MIN","F","114","FA","28","5,250","Rachat","27","0.69","100","139.8","90%","0%"
"*04bii*","Spencer Knight","CHI","G","116","MTL","24","4,500","Rachat","27","1.04","92","170","88%","-1%"
"*048vf*","Andrei Svechnikov","CAR","F","121","FA","25","7,750","Rachat","27","0.73","100","134.3","86%","+3%"
"*039cg*","Sam Bennett","FLA","F","110","FA","29","8,000","Rachat","27","0.73","92","146.9","84%","+1%"
"*03klz*","Darren Raddysh","TBL","D","120","QUE","29","975","Rachat","27","0.84","23","273.1","84%","+1%"
"*03jw0*","Joey Daccord","SEA","G","112","CAL","29","5,000","Rachat","27","1.17","100","126.6","82%","+1%"
"*04zj5*","JJ Peterka","UTA","F","118","FA","23","7,700","Rachat","27","0.69","92","152.1","82%","-3%"
"*0529k*","Yaroslav Askarov","SJS","G","109","QUE","23","2,000","Rachat","27","1.12","69","196.8","81%","-1%"
"*051tx*","Aliaksei Protas","WSH","F","119","NAS","24","3,375","Rachat","27","0.71","85","175.7","80%","+1%"
"*0042t*","Claude Giroux","OTT","F","115","FA","37","2,000","Rachat","27","0.73","46","252.8","51%","+2%"
"*059e0*","Jake Sanderson","OTT","D","128","MTL","23","8,050","Rachat","26","0.7","100","74.5","99%","0%"
"*042w4*","Adam Fox","NYR","D","123","QUE","27","9,500","Rachat","26","0.96","100","45.1","98%","0%"
"*0222k*","Darcy Kuemper","LAK","G","126","NAS","35","5,250","Rachat","26","1.13","100","48.8","93%","-1%"
"*016g3*","Erik Karlsson","PIT","D","125","FA","35","11,500","Rachat","26","0.7","92","138.6","89%","0%"
"*02yjw*","Tristan Jarry","EDM","G","124","FA","30","5,375","Rachat","26","1.53","62","233.1","70%","-3%"
"*01zql*","Brock Nelson","COL","F","127","FA","34","7,500","Rachat","26","0.7","77","220.8","68%","+1%"
"*03l0t*","Pavel Zacha","BOS","F","129","FA","28","4,750","Rachat","26","0.68","31","271","64%","-1%"
"*04yla*","Brandon Bussi","CAR","G","122","FA","27","775","Rachat","26","1.86","0","-","61%","+1%"
"*03yg3*","Mikhail Sergachev","UTA","D","138","CAL","27","8,500","Rachat","25","0.64","100","89.9","97%","0%"
"*04ld3*","Noah Dobson","MTL","D","132","QUE","25","9,500","Rachat","25","0.66","100","86.5","95%","+1%"
"*02noe*","Morgan Rielly","TOR","D","137","FA","31","7,500","Rachat","25","0.68","100","135.9","95%","0%"
"*03rf5*","Rasmus Andersson","CGY","D","130","FA","29","4,550","Rachat","25","0.66","85","214.6","93%","0%"
"*04zo0*","Pavel Dorofeyev","VGK","F","133","DET","25","1,835","Rachat","25","0.69","100","155.9","91%","0%"
"*05oxs*","Jakub Dobes","MTL","G","131","QUE","24","965","Rachat","25","1.25","23","294.4","59%","-3%"
"*01zti*","Tyler Toffoli","SJS","F","139","FA","33","6,000","Rachat","25","0.66","69","241.8","56%","-1%"
"*02440*","Anders Lee","NYI","F","135","FA","35","7,000","Rachat","25","0.64","38","274.8","47%","+3%"
"*03yuf*","Eeli Tolvanen","SEA","F","140","FA","26","3,475","Rachat","25","0.69","8","289.2","45%","+5%"
"*05gdo*","Luke Evangelista","NSH","F","134","MTL","23","3,000","Rachat","25","0.69","8","297.2","41%","-2%"
"*02ybj*","Anthony Mantha","PIT","F","136","FA","31","2,500","Rachat","25","0.68","8","295.1","37%","-1%"
"*06gk0*","Matthew Schaefer","NYI","D","151","CAL","18","975","Rachat","24","0.62","92","168","96%","0%"
"*03dms*","Kevin Fiala","LAK","F","147","FA","29","7,875","Rachat","24","0.65","100","119.4","91%","-1%"
"*0579x*","Adam Fantilli","CBJ","F","146","MTL","21","950","Rachat","24","0.65","100","121","89%","0%"
"*03as8*","Nikolaj Ehlers","CAR","F","144","FA","29","8,500","Rachat","24","0.65","100","101.6","83%","-1%"
"*05r1l*","William Eklund","SJS","F","145","HAR","23","863","Rachat","24","0.71","85","169.6","81%","-1%"
"*050rc*","Dmitry Voronkov","CBJ","F","153","QUE","25","4,175","Rachat","24","0.65","31","266.4","71%","-1%"
"*05gtp*","Dawson Mercer","NJD","F","150","MTL","24","4,000","Rachat","24","0.63","15","300.4","68%","-3%"
"*05xct*","Jet Greaves","CBJ","G","148","MTL","24","813","Rachat","24","1","85","173.2","68%","+1%"
"*05r3d*","Josh Doan","BUF","F","141","FA","23","925","Rachat","24","0.65","8","286.6","61%","-2%"
"*01587*","Jordan Eberle","SEA","F","143","FA","35","4,750","Rachat","24","0.67","0","-","44%","+2%"
"*04qzc*","Joel Hofer","STL","G","149","DET","25","3,400","Rachat","24","1.14","31","263.8","39%","+4%"
"*02nq2*","Chandler Stephenson","SEA","F","152","FA","31","6,250","Rachat","24","0.67","23","272.5","37%","+1%"
"*03eb3*","Christian Dvorak","PHI","F","142","FA","29","5,400","Rachat","24","0.67","8","296.9","25%","-1%"
"*03169*","Alexander Wennberg","SJS","F","154","FA","31","5,000","Rachat","24","0.63","8","286.2","23%","-4%"
"*05ui2*","Logan Cooley","UTA","F","159","CAL","21","950","Rachat","23","0.79","100","115.6","92%","0%"
"*03ra8*","Timo Meier","NJD","F","166","FA","29","8,800","Rachat","23","0.7","92","147.4","89%","-1%"
"*01f3d*","Oliver Ekman-Larsson","TOR","D","161","DET","34","3,500","Rachat","23","0.61","38","263.2","78%","0%"
"*003kg*","Patrick Kane","DET","F","162","DET","37","3,000","Rachat","23","0.92","69","232.8","78%","0%"
"*05gd8*","Mason McTavish","ANA","F","165","CAL","22","7,000","Rachat","23","0.61","85","193.5","76%","-1%"
"*05kbn*","Will Cuylle","NYR","F","160","FA","23","3,900","Rachat","23","0.57","62","228.2","71%","0%"
"*02wy3*","Elias Lindholm","BOS","F","163","FA","31","7,750","Rachat","23","0.79","31","259.5","66%","-1%"
"*05tv0*","Jackson Blake","CAR","F","157","QUE","22","906","Rachat","23","0.62","15","268.6","51%","+1%"
"*016kv*","Jake Allen","NJD","G","155","FA","35","1,800","Rachat","23","1.15","31","284.8","49%","-1%"
"*03nqi*","Alex Lyon","BUF","G","164","FA","33","1,500","Rachat","23","1.15","8","297.5","37%","+5%"
"*02wy6*","Andre Burakovsky","CHI","F","158","FA","30","5,500","Rachat","23","0.7","0","-","35%","-2%"
"*004p4*","Mikael Backlund","CGY","F","156","FA","36","4,500","Rachat","23","0.61","8","282.1","19%","+2%"
"*051m4*","Jackson LaCombe","ANA","D","173","NAS","24","925","Rachat","22","0.58","100","109.7","97%","0%"
"*048x9*","Elias Pettersson","VAN","F","176","FA","27","11,600","Rachat","22","0.76","100","83.1","92%","0%"
"*02aez*","J.T. Miller","NYR","F","174","FA","32","8,000","Rachat","22","0.63","100","48.5","92%","-1%"
"*02ybl*","Valeri Nichushkin","COL","F","175","FA","30","6,125","Rachat","22","0.76","100","121.7","84%","0%"
"*042vx*","Filip Hronek","VAN","D","171","FA","28","7,250","Rachat","22","0.59","92","208.5","78%","+1%"
"*00qru*","Steven Stamkos","NSH","F","178","FA","35","8,000","Rachat","22","0.59","92","172.7","72%","+3%"
"*01f5z*","Chris Kreider","ANA","F","172","FA","34","6,500","Rachat","22","0.65","23","288.8","66%","-4%"
"*03yh8*","Owen Tippett","PHI","F","180","FA","26","6,200","Rachat","22","0.59","54","254.7","63%","0%"
"*03rfl*","Anthony Cirelli","TBL","F","167","FA","28","6,250","Rachat","22","0.65","46","249","58%","0%"
"*03m26*","Conor Garland","VAN","F","170","FA","29","4,950","Rachat","22","0.71","15","281.2","46%","-1%"
"*01t68*","Cam Talbot","DET","G","179","FA","38","2,500","Rachat","22","1.1","31","253.4","41%","-1%"
"*02ycf*","Casey DeSmith","DAL","G","169","FA","34","1,000","Rachat","22","1.57","23","282.1","39%","-2%"
"*03ygn*","David Rittich","NYI","G","177","FA","33","1,000","Rachat","22","1.47","8","293.9","31%","+12%"
"*01zto*","Charlie Coyle","CBJ","F","168","FA","33","5,250","Rachat","22","0.59","8","281.2","27%","-1%"
"*04bdb*","Jack Hughes","NJD","F","188","FA","24","8,000","Rachat","21","1.05","100","22.8","98%","0%"
"*02o7s*","Connor Hellebuyck","WPG","G","187","NAS","32","8,500","Rachat","21","1.05","100","6.8","98%","0%"
"*03e1m*","Brayden Point","TBL","F","193","FA","29","9,500","Rachat","21","0.68","100","41.5","94%","0%"
"*0243f*","Seth Jones","FLA","D","189","FA","31","9,500","Rachat","21","0.57","92","101.8","89%","0%"
"*04lo0*","Quinton Byfield","LAK","F","183","DET","23","6,250","Rachat","21","0.58","85","177.9","80%","-3%"
"*05m17*","Frank Nazar","CHI","F","192","CAL","21","950","Rachat","21","0.64","38","252.4","71%","-4%"
"*05r1i*","Matty Beniers","SEA","F","181","FA","23","7,143","Rachat","21","0.58","31","263.4","51%","-1%"
"*02wy7*","Pavel Buchnevich","STL","F","182","FA","30","8,000","Rachat","21","0.54","69","219.6","50%","-1%"
"*06age*","Sam Malinski","COL","D","190","HAR","27","1,400","Rachat","21","0.57","8","296.6","42%","+1%"
"*05g42*","Jack Quinn","BUF","F","194","FA","24","3,375","Rachat","21","0.57","8","290.4","32%","0%"
"*05uao*","Collin Graf","SJS","F","186","FA","23","942","Rachat","21","0.57","0","-","31%","+4%"
"*01z7v*","Sean Couturier","PHI","F","185","FA","33","7,750","Rachat","21","0.58","8","282.5","29%","0%"
"*03w5s*","Ryan McLeod","BUF","F","191","FA","26","5,000","Rachat","21","0.57","8","285.2","19%","0%"
"*031pq*","Andrew Copp","DET","F","184","FA","31","5,625","Rachat","21","0.53","8","288.3","14%","+1%"
"*031nx*","Shea Theodore","VGK","D","208","HAR","30","7,425","Rachat","20","0.65","100","73.1","94%","-1%"
"*01ztp*","Zach Hyman","EDM","F","200","FA","33","5,500","Rachat","20","1","100","148.4","93%","+1%"
"*05ltj*","Brock Faber","MIN","D","197","FA","23","8,500","Rachat","20","0.51","92","174.9","89%","0%"
"*02b76*","Vincent Trocheck","NYR","F","209","FA","32","5,625","Rachat","20","0.77","100","111.8","87%","0%"
"*05gvo*","Matvei Michkov","PHI","F","205","MTL","21","950","Rachat","20","0.54","100","88.2","83%","0%"
"*01zu5*","Justin Faulk","STL","D","198","FA","33","6,500","Rachat","20","0.51","31","266.2","75%","+2%"
"*04ln4*","Kiefer Sherwood","VAN","F","207","FA","30","1,500","Rachat","20","0.54","46","236.1","73%","0%"
"*0644f*","Ryan Leonard","WSH","F","204","QUE","20","950","Rachat","20","0.65","31","275.9","62%","+2%"
"*003t7*","Anze Kopitar","LAK","F","202","FA","38","7,000","Rachat","20","0.61","54","229.6","60%","-2%"
"*04amg*","Alexis Lafreniere","NYR","F","203","FA","24","7,450","Rachat","20","0.5","54","264.4","58%","-3%"
"*05ran*","Matt Coronato","CGY","F","196","FA","23","6,500","Rachat","20","0.54","38","284.5","51%","-2%"
"*05tcz*","Oliver Kapanen","MTL","F","201","FA","22","925","Rachat","20","0.53","0","-","36%","+1%"
"*04f75*","Noah Cates","PHI","F","195","FA","26","4,000","Rachat","20","0.54","8","290.9","29%","+2%"
"*01gjn*","Erik Haula","NSH","F","199","FA","34","3,150","Rachat","20","0.54","8","291.2","17%","-1%"
"*0047x*","David Perron","OTT","F","206","FA","37","4,000","Rachat","20","0.54","0","-","13%","+1%"
"*04ymn*","Luke Hughes","NJD","D","216","CAL","22","9,000","Rachat","19","0.5","100","105.8","93%","0%"
"*03wpm*","Charlie McAvoy","BOS","D","220","FA","28","9,500","Rachat","19","0.7","92","109.3","93%","0%"
"*03rf8*","Vince Dunn","SEA","D","212","DET","29","7,350","Rachat","19","0.54","100","136.3","90%","-1%"
"*01d6c*","Jacob Markstrom","NJD","G","219","FA","35","6,000","Rachat","19","1","100","56.1","80%","-1%"
"*003tz*","Brent Burns","COL","D","211","NAS","40","1,000","Rachat","19","0.51","31","246.3","67%","0%"
"*0243e*","Gabriel Landeskog","COL","F","217","FA","33","7,000","Rachat","19","0.51","100","170.8","65%","0%"
"*0045j*","Kris Letang","PIT","D","218","FA","38","6,100","Rachat","19","0.51","77","217.8","65%","0%"
"*02un6*","Sean Monahan","CBJ","F","222","FA","31","5,500","Rachat","19","0.51","85","178","56%","-2%"
"*01mz5*","Dmitry Orlov","SJS","D","224","FA","34","6,500","Rachat","19","0.5","15","282.9","53%","-2%"
"*026p4*","Jonathan Huberdeau","CGY","F","215","FA","32","10,500","Rachat","19","0.58","62","230.9","49%","-1%"
"*04yn0*","Connor McMichael","WSH","F","221","QUE","24","2,100","Rachat","19","0.5","54","231.8","49%","-1%"
"*06cl1*","Emmitt Finnie","DET","F","213","FA","20","822","Rachat","19","0.47","0","-","46%","+2%"
"*03ee4*","Victor Olofsson","COL","F","223","HAR","30","1,575","Rachat","19","0.51","8","293.6","33%","-3%"
"*04ezy*","Morgan Frost","CGY","F","214","FA","26","4,375","Rachat","19","0.5","8","281.8","29%","-1%"
"*01xfq*","Vladimir Tarasenko","MIN","F","226","FA","34","4,750","Rachat","19","0.59","8","298.5","27%","-2%"
"*03nfr*","Evan Rodrigues","FLA","F","225","FA","32","3,000","Rachat","19","0.51","8","294.8","26%","-2%"
"*03ecd*","Michael Bunting","NSH","F","210","FA","30","4,500","Rachat","19","0.51","8","290.4","16%","-3%"
"*03as7*","Thatcher Demko","VAN","G","233","FA","30","5,000","Rachat","18","1.12","100","90.1","84%","0%"
"*02noq*","Mike Matheson","MTL","D","238","DET","31","4,875","Rachat","18","0.5","77","206.3","79%","-1%"
"*04znw*","Brandt Clarke","LAK","D","231","MTL","22","863","Rachat","18","0.49","69","216.5","77%","+1%"
"*051lz*","Shane Pinto","OTT","F","243","CAL","25","3,750","Rachat","18","0.67","31","265.4","69%","-1%"
"*02fda*","Jordan Binnington","STL","G","227","FA","32","6,000","Rachat","18","0.78","100","62.9","68%","-2%"
"*05ril*","Simon Nemec","NJD","D","240","CAL","21","918","Rachat","18","0.58","8","285.5","66%","-1%"
"*05kua*","Emil Heineman","NYI","F","235","DET","24","1,100","Rachat","18","0.46","8","297.9","58%","0%"
"*04ldb*","Bowen Byram","BUF","D","230","FA","24","6,250","Rachat","18","0.49","54","256.6","55%","+2%"
"*01f3c*","Evander Kane","VAN","F","236","FA","34","5,125","Rachat","18","0.5","62","239.4","52%","-1%"
"*03rag*","Jack Roslovic","EDM","F","244","FA","28","1,500","Rachat","18","0.69","8","295.6","50%","-2%"
"*05ltt*","Alex Laferriere","LAK","F","237","FA","24","4,100","Rachat","18","0.49","23","275.2","48%","0%"
"*04lcs*","Mattias Samuelsson","BUF","D","246","FA","25","4,286","Rachat","18","0.51","0","-","44%","+3%"
"*05r50*","Mackie Samoskevich","FLA","F","245","DET","23","775","Rachat","18","0.51","31","277.1","43%","-2%"
"*048w3*","Justin Brazeau","PIT","F","229","FA","27","1,500","Rachat","18","0.78","0","-","43%","-1%"
"*02fzj*","Blake Coleman","CGY","F","232","FA","34","4,900","Rachat","18","0.47","23","274.2","41%","0%"
