"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","FPts","FP/G","%D","ADP","Ros","+/-"
"*06mch*","Melvin Fernstrom","PIT","F","2695","FA","19","873","Rachat","0","0","0","-","3%","0%"
"*06mjo*","Owen Protz","MTL","D","6365","FA","19","100","Rachat","0","0","0","-","3%","0%"
"*05ke1*","Roni Hirvonen","TOR","F","3543","FA","23","100","Rachat","0","0","0","-","3%","0%"
"*051m3*","Nikita Alexandrov","LAK","F","888","FA","25","775","Rachat","0","0","0","-","2%","0%"
"*062dx*","Cameron Allen","WSH","D","906","FA","20","855","Rachat","0","0","0","-","2%","0%"
"*06tmn*","Lasse Boelius","ANA","D","1429","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06cdz*","Filip Eriksson","MTL","F","2605","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*06kkx*","Arttu Hyry","DAL","F","3720","FA","24","870","Rachat","0","0","0","-","2%","0%"
"*05lu3*","Dmitri Rashevsky","WPG","F","6462","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*051wh*","Massimo Rizzo","PHI","F","6591","FA","24","925","Rachat","0","0","0","-","2%","0%"
"*06lo9*","Logan Sawyer","MTL","F","6872","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06mbc*","Nicholas Kempf","WSH","G","4078","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06mcs*","Matvei Korotky","STL","F","4274","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*05kdv*","William Villeneuve","TOR","D","7935","FA","23","775","Rachat","0","0","0","-","2%","0%"
"*060jk*","Aleksanteri Kaskimaki","STL","F","4029","FA","21","870","Rachat","0","0","0","-","2%","0%"
"*06i09*","Jacob Quillan","TOR","F","6408","FA","23","875","Rachat","0","0","0","-","2%","0%"
"*06mr7*","Nikita Prishchepov","COL","F","6344","FA","21","807","Rachat","0","0","0","-","2%","0%"
"*06mgv*","Colin Ralph","STL","D","6440","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*05uep*","Caedan Bankier","MIN","F","1107","FA","22","868","Rachat","0","0","0","-","2%","0%"
"*062si*","Vsevolod Komarov","BUF","D","4243","FA","21","835","Rachat","0","0","0","-","2%","0%"
"*04qyc*","Ivan Morozov","VGK","F","5499","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*05oxq*","Mikael Pyyhtia","CBJ","F","6401","FA","24","775","Rachat","0","0","0","-","2%","0%"
"*06mj0*","Tyler Thorpe","MTL","F","7652","FA","20","868","Rachat","0","0","0","-","2%","0%"
"*05gvr*","Simon Zajicek","BOS","G","8333","FA","24","873","Rachat","0","0","0","-","2%","0%"
"*06mjm*","Viggo Gustafsson","NSH","D","3266","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*05ucc*","Jacob Melanson","SEA","F","5299","FA","22","826","Rachat","0","0","0","-","2%","0%"
"*02o8c*","Colin Miller","WPG","D","5381","FA","33","1,500","Rachat","0","0","8","293.2","2%","0%"
"*04ld1*","Olivier Rodrigue","(N/A)","G","6625","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*06c58*","Francesco DellElce","COL","D","2274","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*0502a*","Domenick Fensore","CAR","D","2687","FA","24","900","Rachat","0","0","0","-","2%","0%"
"*05ub8*","Avery Hayes","PIT","F","3417","FA","23","830","Rachat","0","0","0","-","2%","0%"
"*06sq7*","Tyler Hopkins","TOR","F","3623","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06qqb*","Isak Posch","COL","G","6302","FA","23","873","Rachat","0","0","0","-","2%","0%"
"*04bfl*","Jakub Skarek","SJS","G","7165","FA","26","775","Rachat","0","0","0","-","2%","0%"
"*061js*","Ondrej Becher","DET","F","1201","FA","21","865","Rachat","0","0","0","-","2%","0%"
"*060pp*","Gavin Hayes","CHI","F","3419","FA","21","865","Rachat","0","0","0","-","2%","0%"
"*06c3x*","Arttu Karki","VGK","D","3997","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*05ug5*","Shane Lachance","NJD","F","4469","FA","22","925","Rachat","0","0","0","-","2%","0%"
"*06hcx*","Will Skahan","UTA","D","7162","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*04rdr*","Amir Miftakhov","CAR","G","5363","FA","25","775","Rachat","0","0","0","-","2%","0%"
"*04obf*","Hunter Shepard","OTT","G","7052","FA","30","775","Rachat","0","0","0","-","2%","0%"
"*060jn*","Alexander Suzdalev","WSH","F","7508","FA","21","815","Rachat","0","0","0","-","2%","0%"
"*06lo4*","Mac Swanson","PIT","F","7530","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06ay1*","Timur Mukhanov","CAR","F","5546","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06mda*","AJ Spellacy","CHI","F","7294","FA","19","874","Rachat","0","0","0","-","2%","0%"
"*050by*","John Farinacci","BOS","F","2650","FA","24","775","Rachat","0","0","0","-","2%","0%"
"*06tdo*","Mans Goos","DAL","G","3116","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06xvw*","Liam Pettersson","BOS","D","6148","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06uvc*","David Lewandowski","EDM","F","4706","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06baj*","Aram Minnetian","DAL","D","5401","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*04ajl*","Benoit-Olivier Groulx","TOR","F","3219","FA","25","813","Rachat","0","0","0","-","2%","0%"
"*06sqd*","David Bedkowski","BUF","D","1213","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06xvz*","Artyom Gonchar","NYR","D","3110","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*061i6*","Matt Maggio","NYI","F","4951","FA","23","870","Rachat","0","0","0","-","2%","0%"
"*063vn*","Ryan McAllister","FLA","F","5150","FA","24","897","Rachat","0","0","0","-","2%","0%"
"*003vz*","Carey Price","SJS","G","6336","FA","38","10,500","Rachat","0","0","0","-","2%","0%"
"*060jb*","Vinzenz Rohrer","MTL","F","6636","FA","21","950","Rachat","0","0","0","-","2%","0%"
"*039ci*","Haydn Fleury","WPG","D","2760","FA","29","950","Rachat","0","0","0","-","2%","0%"
"*01wlp*","Erik Gudbranson","CBJ","D","3230","FA","33","4,000","Rachat","0","0","0","-","2%","0%"
"*05tqq*","Alexander Kisakov","BUF","F","4160","FA","23","100","Rachat","0","0","0","-","2%","0%"
"*06mgy*","Tomas Lavoie","UTA","D","4593","FA","19","873","Rachat","0","0","0","-","2%","0%"
"*05ubc*","Viljami Marjala","EDM","F","5048","FA","22","873","Rachat","0","0","0","-","2%","0%"
"*05u2s*","Patrik Hamrla","CAR","G","3344","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*06mcp*","Miroslav Holinka","TOR","F","3584","FA","20","918","Rachat","0","0","0","-","2%","0%"
"*05nit*","Isaak Phillips","WPG","D","6163","FA","24","813","Rachat","0","0","0","-","2%","0%"
"*05lta*","Tristen Robins","OTT","F","6606","FA","24","100","Rachat","0","0","0","-","2%","0%"
"*060wp*","David Spacek","MIN","D","7286","FA","22","863","Rachat","0","0","0","-","2%","0%"
"*062jd*","Aidan Thompson","CHI","F","7638","FA","23","895","Rachat","0","0","0","-","2%","0%"
"*06ajy*","Cooper Black","FLA","G","1388","FA","24","950","Rachat","0","0","0","-","2%","0%"
"*06mhd*","Blake Montgomery","OTT","F","5461","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06mcj*","Carson Wetsch","SJS","F","8134","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*05rke*","Benjamin Gaudreau","MTL","G","2978","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*06mr2*","Victor Johansson","TOR","D","3856","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06md3*","Matvei Shuravin","FLA","D","7088","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06sds*","Tim Washe","ANA","F","8060","FA","24","813","Rachat","0","0","0","-","2%","0%"
"*06lod*","Christian Humphreys","COL","F","3692","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*068z0*","Quentin Miller","MTL","G","5387","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*066rc*","Vadim Moroz","UTA","F","5496","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*04408*","Alex Barre-Boulet","COL","F","1139","FA","28","775","Rachat","0","0","0","-","2%","0%"
"*06mb1*","Raoul Boilard","NYR","F","1436","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06ckh*","Aiden Celebrini","VAN","D","1856","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*06tz9*","Kieren Dervin","VAN","F","2301","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06tas*","Mikkel Eriksen","NYR","F","2602","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*062q9*","Vyacheslav Buteyets","ANA","G","1710","FA","23","853","Rachat","0","0","0","-","2%","0%"
"*06r6a*","Jackson Parsons","OTT","G","5992","FA","21","829","Rachat","0","0","0","-","2%","0%"
"*06tao*","Sean Barnhill","NYR","D","1136","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*05u4e*","Ilya Fedotov","UTA","F","2670","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*06mgs*","Vojtech Hradec","UTA","F","3654","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*04rfg*","Egor Sokolov","UTA","F","7251","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*03w5l*","Oliver Wahlstrom","(N/A)","F","8001","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*06hxa*","Karsen Dorwart","PHI","F","2392","FA","23","975","Rachat","0","0","0","-","2%","0%"
"*060oq*","Vladimir Grudinin","CAR","D","3223","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*06uka*","Aidan Lane","CGY","F","4522","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*03wpj*","Alexander Nylander","TOR","F","5788","FA","27","100","Rachat","0","0","0","-","2%","0%"
"*05uf9*","Philip Svedeback","BOS","G","7517","FA","23","100","Rachat","0","0","0","-","2%","0%"
"*06rmm*","Callum Tung","NYR","G","7758","FA","22","873","Rachat","0","0","0","-","2%","0%"
"*04qvc*","Liam Foudy","NYI","F","2832","FA","25","775","Rachat","0","0","0","-","2%","0%"
"*06kwu*","Luke Haymes","TOR","F","3423","FA","22","875","Rachat","0","0","0","-","2%","0%"
"*060ol*","Devin Kaplan","PHI","F","3986","FA","21","922","Rachat","0","0","0","-","2%","0%"
"*051vv*","Andre Lee","LAK","F","4629","FA","25","775","Rachat","0","0","0","-","2%","0%"
"*05nxv*","Logan Morrison","SEA","F","5508","FA","23","870","Rachat","0","0","0","-","2%","0%"
"*05yn7*","Zam Plante","PIT","F","6234","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*06mhj*","Jack Pridham","CHI","F","6338","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*01zr5*","Derek Forbort","VAN","D","2796","FA","33","2,000","Rachat","0","0","0","-","2%","0%"
"*05ub3*","Tyson Hinds","ANA","D","3538","FA","22","829","Rachat","0","0","0","-","2%","0%"
"*05ymm*","Adam Ingram","NSH","F","3746","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*06mp3*","Jakub Milota","NSH","G","5397","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06mcr*","Ethan Procyszyn","ANA","F","6351","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06bdm*","Jayson Shaugabay","TBL","F","7038","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06be1*","Quinton Burns","STL","D","1691","FA","20","838","Rachat","0","0","0","-","2%","0%"
"*060jh*","Kirill Dolzhenkov","CBJ","F","2372","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*04qy1*","Ruslan Iskhakov","NYI","F","3758","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*04ap9*","Kole Lind","DAL","F","4723","FA","27","775","Rachat","0","0","0","-","2%","0%"
"*066pg*","Coulson Pitre","ANA","F","6220","FA","21","858","Rachat","0","0","0","-","2%","0%"
"*04lc4*","Jett Woo","VAN","D","8240","FA","25","775","Rachat","0","0","0","-","2%","0%"
"*04lok*","Matthew Murray","NSH","G","5580","FA","27","775","Rachat","0","0","0","-","2%","0%"
"*05wwb*","Danny Zhilkin","WPG","F","8370","FA","22","803","Rachat","0","0","0","-","2%","0%"
"*06pzf*","Love Harenstam","STL","G","3368","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06uvd*","Brady Peddle","PIT","D","6043","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*051td*","Antti Tuomisto","DET","D","7762","FA","24","814","Rachat","0","0","0","-","2%","0%"
"*06chj*","Borya Valis","TOR","F","7842","FA","21","873","Rachat","0","0","0","-","2%","0%"
"*06c6u*","Drew Fortescue","NYR","D","2812","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*04zoz*","Nathan Legare","NJD","F","4642","FA","24","775","Rachat","0","0","0","-","2%","0%"
"*06xwp*","Blake Vanek","OTT","F","7864","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06buo*","Brady Cleveland","DET","D","1974","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*060jg*","Josh Filmon","NJD","F","2719","FA","21","838","Rachat","0","0","0","-","2%","0%"
"*06sfx*","Jeremy Loranger","CBJ","F","4815","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06tax*","Elijah Neuenschwander","ANA","G","5676","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*05uhf*","Ville Ottavainen","SEA","D","5910","FA","23","868","Rachat","0","0","0","-","2%","0%"
"*06tb5*","Owen Griffin","CBJ","F","3200","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06ung*","Burke Hood","NYI","G","3620","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*05rjt*","Evan Nause","FLA","D","5641","FA","22","864","Rachat","0","0","0","-","2%","0%"
"*06mbl*","Luke Osburn","BUF","D","5899","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06uvh*","Tomas Poletin","NYI","F","6272","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06tmj*","Trenten Bennett","NJD","G","1252","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06mck*","Hiroki Gojsic","NSH","F","3099","FA","19","835","Rachat","0","0","0","-","2%","0%"
"*060jd*","Nicholas Moldenhauer","TOR","F","5448","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*06c5t*","Brandon Svoboda","SJS","F","7522","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06uh8*","Yegor Borikov","UTA","F","1471","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06mb3*","Maxmilian Curran","COL","F","2153","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*05o6t*","Garin Bjorklund","WSH","G","1380","FA","23","775","Rachat","0","0","0","-","2%","0%"
"*0618g*","Cole Knuble","PHI","F","4212","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*06mj5*","Gabe Smith","UTA","F","7215","FA","19","869","Rachat","0","0","0","-","2%","0%"
"*06be8*","Cam Squires","NJD","F","7317","FA","20","838","Rachat","0","0","0","-","2%","0%"
"*048x1*","Erik Brannstrom","BUF","D","1546","FA","26","100","Rachat","0","0","0","-","2%","0%"
"*06c56*","Justin Kipkie","MIN","D","4151","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06tzg*","Max Westergard","PHI","F","8120","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*067zw*","Chase Wheatcroft","DAL","F","8137","FA","23","863","Rachat","0","0","0","-","2%","0%"
"*04r1g*","Trey Fix-Wolansky","NYR","F","2752","FA","26","775","Rachat","0","0","0","-","2%","0%"
"*060op*","Miko Matikka","UTA","F","5113","FA","22","870","Rachat","0","0","0","-","2%","0%"
"*050nl*","Nick Abruzzese","TBL","F","838","FA","26","775","Rachat","0","0","0","-","2%","0%"
"*05rj1*","Tomas Hamara","OTT","D","3327","FA","21","803","Rachat","0","0","0","-","2%","0%"
"*04qyh*","Tyler Madden","MIN","F","4942","FA","26","100","Rachat","0","0","0","-","2%","0%"
"*04f1t*","Jack Rathbone","BUF","D","6472","FA","26","800","Rachat","0","0","0","-","2%","0%"
"*031p1*","Marcus Hogberg","NYI","G","3577","FA","31","775","Rachat","0","0","0","-","2%","0%"
"*06ckz*","Melker Thelin","UTA","G","7622","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*060ji*","Otto Salin","LAK","D","6784","FA","21","875","Rachat","0","0","0","-","2%","0%"
"*06yoe*","Stanislav Berezhnoy","CHI","G","1265","FA","22","975","Rachat","0","0","0","-","2%","0%"
"*06uz3*","Alexis Cournoyer","MTL","G","2093","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*061lr*","Ty Young","VAN","G","8312","FA","21","825","Rachat","0","0","0","-","2%","0%"
"*04zr6*","Mikhail Abramov","STL","F","834","FA","24","100","Rachat","0","0","0","-","2%","0%"
"*05ufl*","Jaroslav Chmelar","NYR","F","1913","FA","22","868","Rachat","0","0","0","-","2%","0%"
"*02441*","Nicolas Deslauriers","PHI","F","2312","FA","34","1,750","Rachat","0","0","0","-","2%","0%"
"*060nf*","Kasper Kulonummi","NSH","D","4402","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*062pq*","Cole OHara","NSH","F","5809","FA","23","860","Rachat","0","0","0","-","2%","0%"
"*05ubd*","Francesco Arcuri","DAL","F","1000","FA","22","825","Rachat","0","0","0","-","2%","0%"
"*05u3y*","Jakub Brabenec","VGK","F","1529","FA","22","828","Rachat","0","0","0","-","2%","0%"
"*01f3i*","Ryan Ellis","SJS","D","2561","FA","34","6,250","Rachat","0","0","0","-","2%","0%"
"*06tat*","Brandon Gorzynski","DAL","F","3130","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*05tqo*","Kirill Kirsanov","LAK","D","4155","FA","23","925","Rachat","0","0","0","-","2%","0%"
"*06bul*","Noel Nordh","UTA","F","5750","FA","20","835","Rachat","0","0","0","-","2%","0%"
"*06tmh*","Maceo Phillips","CGY","D","6165","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06md6*","Heikki Ruohonen","PHI","F","6715","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*059dw*","Jean-Luc Foudy","MIN","F","2831","FA","23","100","Rachat","0","0","0","-","2%","0%"
"*05rf1*","Brett Harrison","BOS","F","3381","FA","22","837","Rachat","0","0","0","-","2%","0%"
"*06mcq*","Javon Moore","OTT","F","5474","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*051z2*","Aku Raty","(N/A)","F","6476","FA","24","100","Rachat","0","0","0","-","2%","0%"
"*04zyu*","Jamieson Rees","OTT","F","6498","FA","24","100","Rachat","0","0","0","-","2%","0%"
"*06mcg*","Petr Sikora","WSH","F","7105","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06mqp*","Hunter St. Martin","FLA","F","7327","FA","20","829","Rachat","0","0","0","-","2%","0%"
"*04zo4*","Brayden Tracey","(N/A)","F","7711","FA","24","100","Rachat","0","0","0","-","2%","0%"
"*05ug6*","Vyacheslav Peksa","TOR","G","6053","FA","23","852","Rachat","0","0","0","-","2%","0%"
"*065jp*","Isaac Poulter","WPG","G","6320","FA","24","775","Rachat","0","0","0","-","2%","0%"
"*051tr*","Graeme Clarke","WSH","F","1967","FA","24","775","Rachat","0","0","0","-","2%","0%"
"*03ee1*","Pierre Engvall","NYI","F","2593","FA","29","3,000","Rachat","0","0","0","-","2%","0%"
"*04f8b*","Ben Jones","MIN","F","3887","FA","26","775","Rachat","0","0","0","-","2%","0%"
"*05u5g*","Dmitri Kuzmin","CHI","D","4419","FA","22","796","Rachat","0","0","0","-","2%","0%"
"*06uwf*","Owen Martin","WPG","F","5074","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06sq4*","Mason Moe","NJD","F","5443","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*0618k*","Samuel Savoie","CHI","F","6863","FA","21","847","Rachat","0","0","0","-","2%","0%"
"*06uk3*","Drew Schock","ANA","D","6926","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06ckb*","Patrick Thomas","WSH","F","7636","FA","21","878","Rachat","0","0","0","-","2%","0%"
"*05kn6*","Bogdan Trineyev","WSH","F","7728","FA","23","775","Rachat","0","0","0","-","2%","0%"
"*004nk*","Logan Couture","SJS","F","2096","FA","36","8,000","Rachat","0","0","0","-","2%","0%"
"*04mx5*","Tobias Bjornfot","FLA","D","1385","FA","24","775","Rachat","0","0","0","-","2%","0%"
"*06lva*","Alexandre Blais","ANA","F","1393","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*04ap7*","Alexander Chmelevski","SJS","F","1914","FA","26","100","Rachat","0","0","0","-","2%","0%"
"*04f85*","Cole Guttman","LAK","F","3273","FA","26","775","Rachat","0","0","0","-","2%","0%"
"*06spx*","Gustav Hillstrom","NJD","F","3535","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*05rgi*","Marc McLaughlin","NJD","F","5245","FA","26","775","Rachat","0","0","0","-","2%","0%"
"*06m7l*","Riley Patterson","VAN","F","6015","FA","19","923","Rachat","0","0","0","-","2%","0%"
"*06xv6*","Maxim Schafer","WSH","F","6883","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*061a2*","Sandis Vilmanis","FLA","F","7937","FA","21","855","Rachat","0","0","0","-","2%","0%"
"*05a0s*","Samuel Hlavaj","MIN","G","3552","FA","24","875","Rachat","0","0","0","-","2%","0%"
"*05oy8*","Remi Poirier","DAL","G","6261","FA","24","775","Rachat","0","0","0","-","2%","0%"
"*060j9*","Michael Fisher","SJS","D","2744","FA","21","100","Rachat","0","0","0","-","2%","0%"
"*04lby*","Ty Smith","(N/A)","D","7231","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*04f20*","Eetu Makiniemi","PHI","G","4980","FA","26","100","Rachat","0","0","0","-","2%","0%"
"*06s4g*","Michal Postava","DET","G","6306","FA","23","975","Rachat","0","0","0","-","2%","0%"
"*060ni*","Cameron Whitehead","VGK","G","8149","FA","22","875","Rachat","0","0","0","-","2%","0%"
"*06c5o*","Vilmer Alriksson","VAN","F","919","FA","20","832","Rachat","0","0","8","284","2%","0%"
"*06mci*","Fyodor Avramov","CAR","F","1058","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06cdp*","Jonathan Castagna","UTA","F","1835","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*05ueu*","Justin Ertel","DAL","F","2617","FA","22","868","Rachat","0","0","0","-","2%","0%"
"*060oo*","Simon Forsmark","CAR","D","2811","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*06hcu*","Veeti Vaisanen","UTA","D","7828","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*06tar*","Everett Baldwin","TBL","D","1096","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06xwz*","Shea Busch","FLA","F","1701","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*05ltm*","Cross Hanas","DAL","F","3345","FA","23","100","Rachat","0","0","0","-","2%","0%"
"*06xv8*","Viggo Nordlund","CAR","F","5752","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*05td1*","Red Savage","BUF","F","6854","FA","22","100","Rachat","0","0","0","-","2%","0%"
"*06tmu*","Quinn Beauchesne","PIT","D","1185","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*051ud*","Semyon Chistyakov","NSH","D","1908","FA","24","100","Rachat","0","0","0","-","2%","0%"
"*06nkd*","Emile Guite","ANA","F","3240","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06b7d*","Matthew Mania","LAK","D","5017","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06mcm*","Kasper Pikkarainen","NJD","F","6189","FA","19","100","Rachat","0","0","0","-","2%","0%"
"*051tk*","Matthew Stienburg","COL","F","7409","FA","25","775","Rachat","0","0","0","-","2%","0%"
"*06unf*","Malte Vass","CBJ","D","7875","FA","18","100","Rachat","0","0","0","-","2%","0%"
"*06ieg*","Austin Burnevik","ANA","F","1688","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*03sd8*","Lucas Carlsson","SJS","D","1802","FA","28","800","Rachat","0","0","0","-","2%","0%"
"*061jl*","Rodwin Dionicio","(N/A)","D","2359","FA","21","950","Rachat","0","0","0","-","2%","0%"
"*05u0o*","Jayden Grubbe","EDM","F","3221","FA","22","868","Rachat","0","0","0","-","2%","0%"
"*06pn1*","Julius Sumpf","CHI","F","7478","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*062ps*","Maksymilian Szuber","UTA","D","7556","FA","23","859","Rachat","0","0","0","-","2%","0%"
"*04oqi*","Dominik Bokk","(N/A)","F","1441","FA","25","100","Rachat","0","0","0","-","2%","0%"
"*06c9h*","Rudy Guimond","DET","G","3236","FA","20","100","Rachat","0","0","0","-","2%","0%"
"*06loe*","Lucas Ellinas","OTT","F","2549","FA","19","875","Rachat","0","0","0","-","1%","0%"
"*060j8*","Jordan Gustafson","VGK","F","3257","FA","21","830","Rachat","0","0","0","-","1%","0%"
"*04xeh*","Anttoni Honka","CAR","D","3617","FA","25","100","Rachat","0","0","0","-","1%","0%"
"*06xwn*","Bruno Idzan","OTT","F","3725","FA","19","100","Rachat","0","0","0","-","1%","0%"
"*06ckc*","Christopher Pelosi","BOS","F","6062","FA","20","100","Rachat","0","0","0","-","1%","0%"
"*06qw6*","Josh Samanski","EDM","F","6800","FA","23","975","Rachat","0","0","0","-","1%","0%"
"*06b5w*","Georgi Romanov","STL","G","6651","FA","26","775","Rachat","0","0","0","-","1%","0%"
"*06cdq*","Yegor Yegorov","CGY","G","8287","FA","20","100","Rachat","0","0","0","-","1%","0%"
"*06mhm*","Alexis Bernier","SEA","D","1301","FA","19","100","Rachat","0","0","0","-","1%","0%"
"*06sfw*","Kale Dach","PIT","F","2177","FA","18","100","Rachat","0","0","0","-","1%","0%"
"*04qy6*","Adam Ginning","PHI","D","3064","FA","25","788","Rachat","0","0","0","-","1%","0%"
"*06mqg*","Trevor Hoskin","CGY","F","3632","FA","21","100","Rachat","0","0","0","-","1%","0%"
"*06mpe*","Andrei Krutov","CAR","F","4367","FA","19","100","Rachat","0","0","0","-","1%","0%"
"*06tmk*","Jimmy Lombardi","LAK","F","4801","FA","18","100","Rachat","0","0","0","-","1%","0%"
"*05uby*","Mikey Milne","TBL","F","5394","FA","23","775","Rachat","0","0","0","-","1%","0%"
"*06taz*","Noah Read","ANA","F","6488","FA","18","100","Rachat","0","0","0","-","1%","0%"
"*04f10*","Jack Studnicka","FLA","F","7456","FA","26","775","Rachat","0","0","0","-","1%","0%"
"*031ok*","Spencer Martin","NYR","G","5075","FA","30","775","Rachat","0","0","0","-","1%","0%"
"*060w9*","Wyatt Aamodt","COL","D","826","FA","28","775","Rachat","0","0","0","-","1%","0%"
"*05u3h*","Aku Koskenvuo","VAN","G","4285","FA","22","850","Rachat","0","0","0","-","1%","0%"
"*05uf2*","Gannon Laroque","MTL","D","4550","FA","22","837","Rachat","0","0","0","-","1%","0%"
"*060v5*","Filip Nordberg","OTT","D","5748","FA","21","100","Rachat","0","0","0","-","1%","0%"
"*05ugc*","Nikita Novikov","BUF","D","5768","FA","22","868","Rachat","0","0","0","-","1%","0%"
"*06uhc*","Will Reynolds","SEA","D","6545","FA","18","100","Rachat","0","0","0","-","1%","0%"
"*06be7*","Andrew Strathmann","CBJ","D","7440","FA","20","100","Rachat","0","0","0","-","1%","0%"
"*05109*","Isaiah Saville","LAK","G","6859","FA","25","100","Rachat","0","0","0","-","1%","0%"
"*048x8*","Shane Bowers","SJS","F","1507","FA","26","775","Rachat","0","0","0","-","1%","0%"
